name,company_name,price,stock,sku,category,description
MX23A18SF1,信都数字科技（上海）有限公司,11.07528,600,NEW-CONN-09010556-C68CE772,连接器,新导入连接器产品 - MX23A18SF1
MX23A18XF1,信都数字科技（上海）有限公司,1.66128,5000,NEW-CONN-09010556-9E6F6C37,连接器,新导入连接器产品 - MX23A18XF1
MX23A26NF1,信都数字科技（上海）有限公司,9.54456,320,NEW-CONN-09010556-F9E2D4BA,连接器,新导入连接器产品 - MX23A26NF1
MX23A26SF1,信都数字科技（上海）有限公司,9.16572,1000,NEW-CONN-09010556-8EBCDCEA,连接器,新导入连接器产品 - MX23A26SF1
MX23A26XF1,信都数字科技（上海）有限公司,1.86,1500,NEW-CONN-09010556-1F645D13,连接器,新导入连接器产品 - MX23A26XF1
MX23A34XF1,信都数字科技（上海）有限公司,2.19144,1500,NEW-CONN-09010556-9819FA6D,连接器,新导入连接器产品 - MX23A34XF1
MX23A40NF1,信都数字科技（上海）有限公司,15.01116,18,NEW-CONN-09010556-C96FE96B,连接器,新导入连接器产品 - MX23A40NF1
MX31034SGA,信都数字科技（上海）有限公司,1.73376,380,NEW-CONN-09010556-A9AC7759,连接器,新导入连接器产品 - MX31034SGA
MX31035SGA,信都数字科技（上海）有限公司,2.02776,30,NEW-CONN-09010556-D24483CD,连接器,新导入连接器产品 - MX31035SGA
MX34003SF1,信都数字科技（上海）有限公司,0.98664,8100,NEW-CONN-09010556-6296FC1C,连接器,新导入连接器产品 - MX34003SF1
MX34007NF1,信都数字科技（上海）有限公司,4.164,745,NEW-CONN-09010556-FF57E912,连接器,新导入连接器产品 - MX34007NF1
MX34008SF4,信都数字科技（上海）有限公司,1.88352,2304,NEW-CONN-09010556-F5A754B1,连接器,新导入连接器产品 - MX34008SF4
MX34012PF1,信都数字科技（上海）有限公司,4.704,540,NEW-CONN-09010556-D7F5F951,连接器,新导入连接器产品 - MX34012PF1
MX34012SF1,信都数字科技（上海）有限公司,1.22676,1872,NEW-CONN-09010556-162B9509,连接器,新导入连接器产品 - MX34012SF1
MX34012SF8,信都数字科技（上海）有限公司,1.1856,936,NEW-CONN-09010556-608CE5A4,连接器,新导入连接器产品 - MX34012SF8
MX34012UF1,信都数字科技（上海）有限公司,3.072,1288,NEW-CONN-09010556-EF8EEF42,连接器,新导入连接器产品 - MX34012UF1
MX34014SFA,信都数字科技（上海）有限公司,2.0052,1728,NEW-CONN-09010556-EBB69FB8,连接器,新导入连接器产品 - MX34014SFA
MX34016NF1,信都数字科技（上海）有限公司,2.6088,7546,NEW-CONN-09010556-1C2A080F,连接器,新导入连接器产品 - MX34016NF1
MX34020PF1,信都数字科技（上海）有限公司,4.75908,720,NEW-CONN-09010556-2DA5A222,连接器,新导入连接器产品 - MX34020PF1
MX34020UF1,信都数字科技（上海）有限公司,3.42,1904,NEW-CONN-09010556-5E6F144B,连接器,新导入连接器产品 - MX34020UF1
MX34024PF1,信都数字科技（上海）有限公司,5.0916,5765,NEW-CONN-09010556-C26DDBC0,连接器,新导入连接器产品 - MX34024PF1
MX34024SF1,信都数字科技（上海）有限公司,1.422,2016,NEW-CONN-09010556-1510376C,连接器,新导入连接器产品 - MX34024SF1
MX34028UF2,信都数字科技（上海）有限公司,4.4712,3640,NEW-CONN-09010556-3F1738BA,连接器,新导入连接器产品 - MX34028UF2
MX34032NF2,信都数字科技（上海）有限公司,4.152,588,NEW-CONN-09010556-1B128F4F,连接器,新导入连接器产品 - MX34032NF2
MX34032NF4,信都数字科技（上海）有限公司,6.49692,588,NEW-CONN-09010556-97A3DB9A,连接器,新导入连接器产品 - MX34032NF4
MX34032PF2,信都数字科技（上海）有限公司,4.86,960,NEW-CONN-09010556-FCBC7501,连接器,新导入连接器产品 - MX34032PF2
MX34032SF1,信都数字科技（上海）有限公司,1.6194,1440,NEW-CONN-09010556-F7E49B1C,连接器,新导入连接器产品 - MX34032SF1
MX34032SF4,信都数字科技（上海）有限公司,4.08,4320,NEW-CONN-09010556-742C0D63,连接器,新导入连接器产品 - MX34032SF4
MX34036NF2,信都数字科技（上海）有限公司,6.31056,539,NEW-CONN-09010556-9820D610,连接器,新导入连接器产品 - MX34036NF2
MX34036SF4,信都数字科技（上海）有限公司,6.02604,30,NEW-CONN-09010556-BBFB561D,连接器,新导入连接器产品 - MX34036SF4
MX34040UF2,信都数字科技（上海）有限公司,7.1772,2574,NEW-CONN-09010556-A4178CFB,连接器,新导入连接器产品 - MX34040UF2
MX34C24SFA,信都数字科技（上海）有限公司,3.744,448,NEW-CONN-09010556-2396C13B,连接器,新导入连接器产品 - MX34C24SFA
MX34K16HF4T,信都数字科技（上海）有限公司,7.66404,48,NEW-CONN-09010556-8070F5F7,连接器,新导入连接器产品 - MX34K16HF4T
MX34K28HF4T,信都数字科技（上海）有限公司,6.72816,36,NEW-CONN-09010556-13E01238,连接器,新导入连接器产品 - MX34K28HF4T
MX34L32SFA,信都数字科技（上海）有限公司,9.20112,2400,NEW-CONN-09010556-9CECAEBB,连接器,新导入连接器产品 - MX34L32SFA
MX34M12SF1,信都数字科技（上海）有限公司,2.5704,31590,NEW-CONN-09010556-E1C27FDC,连接器,新导入连接器产品 - MX34M12SF1
MX34R12VF1A,信都数字科技（上海）有限公司,6.51756,1296,NEW-CONN-09010556-F8C9ED2F,连接器,新导入连接器产品 - MX34R12VF1A
MX34R16HF4T,信都数字科技（上海）有限公司,4.0734,5376,NEW-CONN-09010556-2FE5BC0C,连接器,新导入连接器产品 - MX34R16HF4T
MX34R36HF4T,信都数字科技（上海）有限公司,7.1286,9120,NEW-CONN-09010556-004D7598,连接器,新导入连接器产品 - MX34R36HF4T
MX36002PQ3,信都数字科技（上海）有限公司,4.3596,1300,NEW-CONN-09010556-C3305EC3,连接器,新导入连接器产品 - MX36002PQ3
MX36A02SQ2,信都数字科技（上海）有限公司,4.1244,40300,NEW-CONN-09010556-0C0D37DB,连接器,新导入连接器产品 - MX36A02SQ2
MX37X04SP3,信都数字科技（上海）有限公司,3.84,1250,NEW-CONN-09010556-20D67D06,连接器,新导入连接器产品 - MX37X04SP3
MX44000XP2,信都数字科技（上海）有限公司,0.52944,2000,NEW-CONN-09010556-B6B3AFC8,连接器,新导入连接器产品 - MX44000XP2
MX44006NF1,信都数字科技（上海）有限公司,7.97472,43,NEW-CONN-09010556-E64BF98F,连接器,新导入连接器产品 - MX44006NF1
MX45004S0013222,信都数字科技（上海）有限公司,55.68024,50,NEW-CONN-09010556-FD125B43,连接器,新导入连接器产品 - MX45004S0013222
MX49008NQ1,信都数字科技（上海）有限公司,10.13256,50,NEW-CONN-09010556-63F74B29,连接器,新导入连接器产品 - MX49008NQ1
MX77A004HF1,信都数字科技（上海）有限公司,4.97376,210,NEW-CONN-09010556-7DB442B6,连接器,新导入连接器产品 - MX77A004HF1
MX77A004SF1,信都数字科技（上海）有限公司,2.34372,2400,NEW-CONN-09010556-CCC3D411,连接器,新导入连接器产品 - MX77A004SF1
MX77A012HF1,信都数字科技（上海）有限公司,6.53472,212,NEW-CONN-09010556-7A067658,连接器,新导入连接器产品 - MX77A012HF1
MX77A012SF1,信都数字科技（上海）有限公司,2.991,30,NEW-CONN-09010556-439C4D9E,连接器,新导入连接器产品 - MX77A012SF1
MX77A020SF1,信都数字科技（上海）有限公司,3.2454,960,NEW-CONN-09010556-B655929B,连接器,新导入连接器产品 - MX77A020SF1
MX77A032SF1,信都数字科技（上海）有限公司,3.696,1440,NEW-CONN-09010556-0D2AEC7D,连接器,新导入连接器产品 - MX77A032SF1
MX77A040SF1,信都数字科技（上海）有限公司,3.993,600,NEW-CONN-09010556-AAC19684,连接器,新导入连接器产品 - MX77A040SF1
MX80S08K4F1,信都数字科技（上海）有限公司,0.11196,21600,NEW-CONN-09010556-E2E37859,连接器,新导入连接器产品 - MX80S08K4F1
MX84B007SF1,信都数字科技（上海）有限公司,0.945,90,NEW-CONN-09010556-50AB9452,连接器,新导入连接器产品 - MX84B007SF1
MX84B012NF1,信都数字科技（上海）有限公司,2.6082,3367,NEW-CONN-09010556-5DDDB96D,连接器,新导入连接器产品 - MX84B012NF1
MX84B012PF1,信都数字科技（上海）有限公司,3.15,1080,NEW-CONN-09010556-9EA702AC,连接器,新导入连接器产品 - MX84B012PF1
MX84B012SF1,信都数字科技（上海）有限公司,1.4574,936,NEW-CONN-09010556-80D8F2BD,连接器,新导入连接器产品 - MX84B012SF1
MX84B016NF1,信都数字科技（上海）有限公司,3.8346,11112,NEW-CONN-09010556-71D4967F,连接器,新导入连接器产品 - MX84B016NF1
MX84B020PF1,信都数字科技（上海）有限公司,4.49436,1440,NEW-CONN-09010556-33530369,连接器,新导入连接器产品 - MX84B020PF1
MX84B020SF1,信都数字科技（上海）有限公司,1.41372,10944,NEW-CONN-09010556-500E433A,连接器,新导入连接器产品 - MX84B020SF1
MX84B024NF1,信都数字科技（上海）有限公司,3.85788,11760,NEW-CONN-09010556-5FE1A7E2,连接器,新导入连接器产品 - MX84B024NF1
MX84B024SF1,信都数字科技（上海）有限公司,1.69764,504,NEW-CONN-09010556-2D88A41B,连接器,新导入连接器产品 - MX84B024SF1
MX84B024SF2,信都数字科技（上海）有限公司,2.07,4032,NEW-CONN-09010556-219974A6,连接器,新导入连接器产品 - MX84B024SF2
MX84B028NF1,信都数字科技（上海）有限公司,5.09076,15092,NEW-CONN-09010556-55D6E814,连接器,新导入连接器产品 - MX84B028NF1
MX84B028PF1,信都数字科技（上海）有限公司,4.70724,2126,NEW-CONN-09010556-E1F22266,连接器,新导入连接器产品 - MX84B028PF1
MX84B028SF1,信都数字科技（上海）有限公司,1.88928,432,NEW-CONN-09010556-64154A03,连接器,新导入连接器产品 - MX84B028SF1
MX84B028SF2,信都数字科技（上海）有限公司,2.36688,432,NEW-CONN-09010556-8CAA09D4,连接器,新导入连接器产品 - MX84B028SF2
MX84B028SF3,信都数字科技（上海）有限公司,2.12688,3456,NEW-CONN-09010556-DDEAF462,连接器,新导入连接器产品 - MX84B028SF3
MX84B028SF4,信都数字科技（上海）有限公司,2.2542,317,NEW-CONN-09010556-2D0D637B,连接器,新导入连接器产品 - MX84B028SF4
MX84B032NF1,信都数字科技（上海）有限公司,5.67228,32,NEW-CONN-09010556-B8CF6F13,连接器,新导入连接器产品 - MX84B032NF1
MX84B032SF1,信都数字科技（上海）有限公司,1.9752,360,NEW-CONN-09010556-BA96462D,连接器,新导入连接器产品 - MX84B032SF1
MX84B032SF2,信都数字科技（上海）有限公司,2.55336,720,NEW-CONN-09010556-0F37315F,连接器,新导入连接器产品 - MX84B032SF2
MX84B032SF3,信都数字科技（上海）有限公司,2.2554,24480,NEW-CONN-09010556-292113FE,连接器,新导入连接器产品 - MX84B032SF3
MX84B036NF1,信都数字科技（上海）有限公司,6.07776,14553,NEW-CONN-09010556-A7236C62,连接器,新导入连接器产品 - MX84B036NF1
MX84B036SF2,信都数字科技（上海）有限公司,2.622,360,NEW-CONN-09010556-9EACEF2E,连接器,新导入连接器产品 - MX84B036SF2
MX84B040NF1,信都数字科技（上海）有限公司,5.61948,13,NEW-CONN-09010556-26CC97D2,连接器,新导入连接器产品 - MX84B040NF1
MX84B040SF1,信都数字科技（上海）有限公司,2.31336,216,NEW-CONN-09010556-B801D8DC,连接器,新导入连接器产品 - MX84B040SF1
PHR-6,信都数字科技（上海）有限公司,0.04884,30000,NEW-CONN-09010556-308880E8,连接器,新导入连接器产品 - PHR-6
PS-16PE-D4LT1-M1E,信都数字科技（上海）有限公司,13.39284,200,NEW-CONN-09010556-04EC697E,连接器,新导入连接器产品 - PS-16PE-D4LT1-M1E
PTN2-10,信都数字科技（上海）有限公司,0.072,189,NEW-CONN-09010556-9B02C17E,连接器,新导入连接器产品 - PTN2-10
R22-12,信都数字科技（上海）有限公司,2.4,1000,NEW-CONN-09010556-C92CB7C1,连接器,新导入连接器产品 - R22-12
S02B-PASK-2(LF)(SN),信都数字科技（上海）有限公司,0.4038,7000,NEW-CONN-09010556-D1F3B55F,连接器,新导入连接器产品 - S02B-PASK-2(LF)(SN)
S3B-XH-A(LF)(SN),信都数字科技（上海）有限公司,0.36,2000,NEW-CONN-09010556-C3806201,连接器,新导入连接器产品 - S3B-XH-A(LF)(SN)
SF58S006VBBR2000,信都数字科技（上海）有限公司,2.69184,2000,NEW-CONN-09010556-522E9B4D,连接器,新导入连接器产品 - SF58S006VBBR2000
SF72S006VBDR2500,信都数字科技（上海）有限公司,1.79604,12500,NEW-CONN-09010556-F5C64435,连接器,新导入连接器产品 - SF72S006VBDR2500
SFPS-91T-250,信都数字科技（上海）有限公司,0.264,20000,NEW-CONN-09010556-A370673A,连接器,新导入连接器产品 - SFPS-91T-250
SIN-81T-3.6S,信都数字科技（上海）有限公司,0.1332,2000,NEW-CONN-09010556-11767A06,连接器,新导入连接器产品 - SIN-81T-3.6S
SMF-01T-1.0,信都数字科技（上海）有限公司,1.62,30000,NEW-CONN-09010556-4DCC6447,连接器,新导入连接器产品 - SMF-01T-1.0
SPA-001T-P0.5,信都数字科技（上海）有限公司,0.0672,680000,NEW-CONN-09010556-AAC20EE8,连接器,新导入连接器产品 - SPA-001T-P0.5
SPH-002T-P0.5L,信都数字科技（上海）有限公司,0.033,64000,NEW-CONN-09010556-6ADA64DF,连接器,新导入连接器产品 - SPH-002T-P0.5L
SPUD-002T-P0.5,信都数字科技（上海）有限公司,0.204,168000,NEW-CONN-09010556-A0FFE8D5,连接器,新导入连接器产品 - SPUD-002T-P0.5
SSH-003T-P0.2-H,信都数字科技（上海）有限公司,0.11796,69000,NEW-CONN-09010556-3EF7C080,连接器,新导入连接器产品 - SSH-003T-P0.2-H
SSHL-002T-P0.2,信都数字科技（上海）有限公司,0.07812,35000,NEW-CONN-09010556-5D2B7EE9,连接器,新导入连接器产品 - SSHL-002T-P0.2
SVF-01T-1.5A,信都数字科技（上海）有限公司,0.05736,30000,NEW-CONN-09010556-9F9F8311,连接器,新导入连接器产品 - SVF-01T-1.5A
SVH-21T-P1.1,信都数字科技（上海）有限公司,0.07104,4500,NEW-CONN-09010556-06B5A4AA,连接器,新导入连接器产品 - SVH-21T-P1.1
SYM-01T-P0.5A,信都数字科技（上海）有限公司,0.204,170000,NEW-CONN-09010556-D644DB21,连接器,新导入连接器产品 - SYM-01T-P0.5A
SYM-41T-P0.5A,信都数字科技（上海）有限公司,0.3,48000,NEW-CONN-09010556-889A1EF2,连接器,新导入连接器产品 - SYM-41T-P0.5A
T106K0603X5R160NKT,信都数字科技（上海）有限公司,0.24192,4000,NEW-CONN-09010556-2D4C8352,连接器,新导入连接器产品 - T106K0603X5R160NKT
TX24-80R-LT-H1E,信都数字科技（上海）有限公司,5.53056,396,NEW-CONN-09010556-2B591E49,连接器,新导入连接器产品 - TX24-80R-LT-H1E
TX25-100P-8ST-H1E,信都数字科技（上海）有限公司,15.58404,1,NEW-CONN-09010556-AB1C61F4,连接器,新导入连接器产品 - TX25-100P-8ST-H1E
W12P,信都数字科技（上海）有限公司,0.84852,7,NEW-CONN-09010556-C4FE66A1,连接器,新导入连接器产品 - W12P
W12S,信都数字科技（上海）有限公司,0.86196,100,NEW-CONN-09010556-74CC4E99,连接器,新导入连接器产品 - W12S
W12S-P012,信都数字科技（上海）有限公司,0.72384,91,NEW-CONN-09010556-C793872A,连接器,新导入连接器产品 - W12S-P012
W2P,信都数字科技（上海）有限公司,0.30876,300,NEW-CONN-09010556-C7C56C7F,连接器,新导入连接器产品 - W2P
W2S,信都数字科技（上海）有限公司,0.28356,17,NEW-CONN-09010556-71DAFEF5,连接器,新导入连接器产品 - W2S
W3P,信都数字科技（上海）有限公司,0.3894,34,NEW-CONN-09010556-C61418FC,连接器,新导入连接器产品 - W3P
W3S,信都数字科技（上海）有限公司,0.3828,9,NEW-CONN-09010556-DA6B8C5F,连接器,新导入连接器产品 - W3S
W3S-1939-P012,信都数字科技（上海）有限公司,1.21524,67,NEW-CONN-09010556-0520A35A,连接器,新导入连接器产品 - W3S-1939-P012
W4P,信都数字科技（上海）有限公司,0.41532,700,NEW-CONN-09010556-F0685871,连接器,新导入连接器产品 - W4P
W6P,信都数字科技（上海）有限公司,0.53856,100,NEW-CONN-09010556-CD83C037,连接器,新导入连接器产品 - W6P
W6S,信都数字科技（上海）有限公司,0.61644,108,NEW-CONN-09010556-3186431A,连接器,新导入连接器产品 - W6S
W8P,信都数字科技（上海）有限公司,0.597,900,NEW-CONN-09010556-8AC48337,连接器,新导入连接器产品 - W8P
W8S,信都数字科技（上海）有限公司,0.77868,906,NEW-CONN-09010556-9F6A1626,连接器,新导入连接器产品 - W8S
WM-12P,信都数字科技（上海）有限公司,0.88248,25,NEW-CONN-09010556-2584B4EB,连接器,新导入连接器产品 - WM-12P
WM-2S,信都数字科技（上海）有限公司,0.31968,3,NEW-CONN-09010556-E6A98A0C,连接器,新导入连接器产品 - WM-2S
WM6S,信都数字科技（上海）有限公司,0.7056,22,NEW-CONN-09010556-9F874AC4,连接器,新导入连接器产品 - WM6S
WP-2P,信都数字科技（上海）有限公司,0.6912,162,NEW-CONN-09010556-C5CF88BD,连接器,新导入连接器产品 - WP-2P
WP-2S,信都数字科技（上海）有限公司,0.636,56,NEW-CONN-09010556-3213363C,连接器,新导入连接器产品 - WP-2S
WP-4P,信都数字科技（上海）有限公司,0.86952,22,NEW-CONN-09010556-EADE17FF,连接器,新导入连接器产品 - WP-4P
YLS-01V,信都数字科技（上海）有限公司,0.16992,20000,NEW-CONN-09010556-600FB5E9,连接器,新导入连接器产品 - YLS-01V
ZHR-4,信都数字科技（上海）有限公司,0.0576,800,NEW-CONN-09010556-9ACA17D9,连接器,新导入连接器产品 - ZHR-4
